component_name,brand,price,color,type
GeIL EVO V RGB 48 GB,"1,48",,White,Memory
GeIL EVO V RGB 48 GB,"2,24",,White,Memory
GOODRAM IRDM PRO 16 GB,"1,16",,Black / Gold,Memory
GOODRAM IRDM 64 GB,"2,32",,Black,Memory
ADATA XPG LANCER RGB 32 GB,"1,32",,Black,Memory
TEAMGROUP T-Force Vulcan 16 GB,"1,16",,Black,Memory
Lexar LD4AS004G-R2666G 4 GB,"1,4",,Black,Memory
ADATA XPG GAMMIX D10 16 GB,"1,16",,Black,Memory
VisionTek 901344 16 GB,"1,16",103.99,Black,Memory
Lenovo Total Micro 16 GB,"1,16",,Black,Memory
OLOy OWL RGB 64 GB,"2,32",,White,Memory
Silicon Power SP048GBLVU520P02 48 GB,"1,48",,Black,Memory
TEAMGROUP T-Create Master 64 GB,"4,16",450.78,Black,Memory
V-Color TRA516G70S834Q 64 GB,"4,16",679.99,White,Memory
V-Color TRA548G68D834Q 192 GB,"4,48",1699.99,White,Memory
Kingston Fury Renegade RGB 16 GB,"1,16",159.52,Silver / White,Memory
Kingston FURY Renegade 16 GB,"1,16",105.87,Silver / White,Memory
Corsair WS 128 GB,"8,16",818.99,Black / Green,Memory
G.Skill Zeta R5 Neo 64 GB,"4,16",499.99,Black,Memory
Silicon Power SP032GBSFU320F02 32 GB,"1,32",54.99,,Memory
Patriot Viper Steel 16 GB,"1,16",31.99,Black,Memory
Kingston FURY Impact 8 GB,"1,8",27.55,Black,Memory
Kingston FURY Impact 32 GB,"2,16",73.48,Black,Memory
Mushkin Redline Lumina 64 GB,"2,32",214.99,Black,Memory
G.Skill Trident Z RGB 32 GB,"2,16",,Black,Memory
Kingston FURY Impact 32 GB,"2,16",105.98,Black,Memory
Kingston KTH-PL421LQ/32G 32 GB,"1,32",,Black / Green,Memory
G.Skill Ripjaws 32 GB,"2,16",64.99,Black,Memory
G.Skill Trident Z Neo 16 GB,"2,8",311.14,Black / White,Memory
Mushkin Proline 8 GB,"1,8",29.99,,Memory
G.Skill Trident Z Royal 16 GB,"2,8",209.0,Silver,Memory
Corsair Vengeance RGB RT 16 GB,"2,8",93.99,Black,Memory
Kingston FURY Impact 32 GB,"1,32",72.98,Black,Memory
Kingston KTD-PE426E/8G 8 GB,"1,8",33.4,Green,Memory
Kingston FURY Renegade Pro 256 GB,"8,32",1337.0,Black,Memory
Corsair CMV4GX3M1A1600C11 4 GB,"1,4",24.99,Green,Memory
Corsair Mac Memory 16 GB,"2,8",79.98,Black / Green,Memory
Corsair ValueSelect 8 GB,"1,8",19.98,Black / Yellow,Memory
G.Skill FORTIS 32 GB,"2,16",,Black / Red,Memory
G.Skill Trident Z Royal 32 GB,"2,16",224.53,Gold,Memory
Corsair Vengeance LPX 16 GB,"2,8",,Black / Yellow,Memory
G.Skill F4-4000C18Q2-64GTZKK 64 GB,"8,8",,Black,Memory
TEAMGROUP Night Hawk RGB Gen 2 16 GB,"2,8",,Black,Memory
Crucial CT2KIT51272AF667 8 GB,"2,4",58.99,Green,Memory
Kingston KVR800D2S6/2G 2 GB,"1,2",11.75,Green,Memory
Corsair CMV8GX3M2A1600C11 8 GB,"2,4",46.12,Green,Memory
ADATA ADDS1600W4G11-S 4 GB,"1,4",17.2,Black / Green,Memory
G.Skill Ripjaws V 32 GB,"2,16",1262.43,Red,Memory
G.Skill Ripjaws V 8 GB,"2,4",,Black,Memory
Kingston ValueRAM 4 GB,"1,4",29.99,Black / Green,Memory
G.Skill Aegis 32 GB,"4,8",116.77,Black / Red,Memory
Kingston ValueRAM 8 GB,"1,8",78.0,Black / Green,Memory
Kingston KCP316ND8/8 8 GB,"1,8",18.88,Black / Green,Memory
G.Skill Flare X 32 GB,"2,16",,Black,Memory
G.Skill Ripjaws 16 GB,"2,8",34.99,Green,Memory
Corsair Dominator Platinum RGB 32 GB,"2,16",,Black,Memory
Thermaltake TOUGHRAM 16 GB,"2,8",159.99,Black / Silver,Memory
G.Skill Trident Z Royal 256 GB,"8,32",659.99,Silver,Memory
G.Skill Trident Z Neo 64 GB,"4,16",,Black / Silver,Memory
Kingston FURY Beast 4 GB,"1,4",29.56,Black,Memory
Mushkin Proline 16 GB,"1,16",69.78,,Memory
Silicon Power SP016GBLFU240B02 16 GB,"1,16",32.89,,Memory
Corsair XMS2 2 GB,"1,2",,Black,Memory
Corsair Dominator 4 GB,"2,2",,Black / Blue,Memory
Crucial CT25664BA1067 2 GB,"1,2",19.98,Green,Memory
Kingston ValueRAM 1 GB,"1,1",,Green,Memory
Corsair XMS3 12 GB,"6,2",,Black / Blue,Memory
Corsair XMS3 8 GB,"4,2",,Black / Blue,Memory
Corsair Dominator GT 12 GB,"3,4",,Black / Blue,Memory
Corsair Dominator 8 GB,"2,4",,Black / Blue,Memory
Corsair CMV4GX3M1A1333C9 4 GB,"1,4",34.98,Black / Silver,Memory
Corsair VS2GB1333D3 G 2 GB,"1,2",,Black / White,Memory
Crucial Ballistix 1 GB,"1,1",,Orange,Memory
G.Skill ECO 4 GB,"2,2",,Silver,Memory
G.Skill ECO 8 GB,"2,4",,Silver,Memory
Kingston HyperX 4 GB,"2,2",,Blue / Silver,Memory
Patriot Gamer 6 GB,"3,2",76.98,Black / Green,Memory
Patriot Viper II Sector 7 Edition 12 GB,"3,4",,Black / Blue,Memory
G.Skill ECO 8 GB,"2,4",,White,Memory
G.Skill Ripjaws X 16 GB,"4,4",,Black / Red,Memory
OCZ Reaper Edition 8 GB,"2,4",,Black / Silver,Memory
Kingston ValueRAM 4 GB,"2,2",,Green,Memory
Mushkin Silverline 8 GB,"2,4",32.99,Black / Gray,Memory
Kingston KVR1333D3K2/2GR 2 GB,"2,1",29.67,Green,Memory
G.Skill Ripjaws X 4 GB,"2,2",,Black / Blue,Memory
Kingston HyperX Blu 4 GB,"1,4",,Blue / Silver,Memory
Kingston KHX1600C9D3P1K2/8G 8 GB,"2,4",,Gray / Silver,Memory
ADATA Premier 8 GB,"2,4",,Blue / Silver,Memory
G.Skill Ripjaws X 16 GB,"4,4",,Black / Red,Memory
Kingston KHX1866C11D3P1K2/4G 4 GB,"2,2",,Gray / Silver,Memory
Kingston Blu 8 GB,"2,4",,Blue / Silver,Memory
Crucial CT51264BD1339 4 GB,"1,4",26.16,Green,Memory
Crucial CT102464BA1339 8 GB,"1,8",,Green,Memory
Wintec Value 4 GB,"1,4",,Green,Memory
G.Skill Ripjaws Z 32 GB,"8,4",177.69,Black / Blue,Memory
Corsair Vengeance 16 GB,"4,4",,Black / Gold,Memory
Pareema MD313C81609S1 4 GB,"1,4",,Blue,Memory
G.Skill Sniper Gaming 16 GB,"4,4",,Black / Red,Memory
Crucial Ballistix Sport 8 GB,"2,4",,Black / Silver,Memory
Wintec Value 4 GB,"2,2",,Green,Memory
Kingston KHX1600C9D3LK2/8GX 8 GB,"2,4",,Green / Silver,Memory
Corsair Dominator GT 32 GB,"4,8",,Black / Red,Memory
G.Skill Ripjaws Z 16 GB,"4,4",,Black / Blue,Memory
Corsair Vengeance 16 GB,"2,8",,Black / Red,Memory
G.Skill Value 8 GB,"1,8",18.23,Black,Memory
"Patriot Intel Extreme Master, Limited Ed 16 GB","2,8",,Black / Blue,Memory
"Patriot Intel Extreme Master, Limited Ed 32 GB","4,8",,Black / Blue,Memory
Corsair Dominator Platinum 64 GB,"8,8",,Black / Silver,Memory
Corsair Vengeance LP 16 GB,"2,8",,Black / Blue,Memory
Corsair CMV16GX3M2A1600C11 16 GB,"2,8",132.03,Green,Memory
Kingston Black 8 GB,"2,4",,Black / Silver,Memory
Corsair Dominator Platinum 32 GB,"4,8",,Black / Silver,Memory
Crucial Ballistix Sport 8 GB,"2,4",,Black / Silver,Memory
Corsair Dominator Platinum 16 GB,"2,8",,Black / Silver,Memory
Corsair Vengeance Pro 8 GB,"2,4",,Black / Red,Memory
AMD AG316G2130U2K 16 GB,"2,8",,Black / Red,Memory
G.Skill Ripjaws X 16 GB,"4,4",,,Memory
TEAMGROUP TED38192M1333C9 8 GB,"1,8",,,Memory
TEAMGROUP Elite 4 GB,"2,2",,,Memory
TEAMGROUP Vulcan 32 GB,"4,8",,,Memory
Patriot PV316G240C0K 16 GB,"2,8",,Black / Silver,Memory
ADATA XPG V1.0 8 GB,"1,8",,Black / Silver,Memory
G.Skill Ripjaws Z 64 GB,"8,8",,,Memory
Corsair Vengeance Pro 32 GB,"4,8",,Black / Red,Memory
Crucial CT2K16G3R186DM 32 GB,"2,16",,Black / Green,Memory
VisionTek 900667 8 GB,"1,8",55.93,Black / Silver,Memory
Mushkin Proline 32 GB,"4,8",,Black / Green,Memory
ADATA XPG V2 8 GB,"2,4",,Yellow,Memory
Kingston HyperX Fury 8 GB,"1,8",,Black / Silver,Memory
Kingston HyperX Fury 4 GB,"1,4",,Red / Silver,Memory
Kingston HyperX Fury 4 GB,"1,4",,White / Silver,Memory
Kingston HyperX Fury 4 GB,"1,4",,Red / Silver,Memory
Corsair Vengeance Pro 16 GB,"2,8",,Black / Red,Memory
Kingston KVR16LN11K2/16 16 GB,"2,8",,Black / Green,Memory
Corsair Dominator Platinum 16 GB,"4,4",,Black / Silver,Memory
Corsair Vengeance LPX 16 GB,"4,4",,Black / Red,Memory
Crucial CT4K8G4DFD8213 32 GB,"4,8",,Black / Green,Memory
Kingston HyperX Savage 4 GB,"1,4",,Black / Red,Memory
Kingston HyperX Savage 8 GB,"2,4",,Black / Red,Memory
Corsair Dominator Platinum 16 GB,"4,4",,Black / Silver,Memory
Kingston HyperX Beast 8 GB,"2,4",,Black,Memory
TEAMGROUP Elite Plus 16 GB,"2,8",,Black / Gold,Memory
Corsair Vengeance Pro 16 GB,"2,8",,Black / Blue,Memory
G.Skill Ripjaws 4 16 GB,"4,4",,Black / Blue,Memory
TEAMGROUP Elite Plus 8 GB,"1,8",,Black / Gold,Memory
Corsair Vengeance Pro 16 GB,"4,4",,Black / Red,Memory
Corsair Dominator Platinum 32 GB,"4,8",,Black / Silver,Memory
Mushkin Blackline 32 GB,"4,8",,Black / White,Memory
Silicon Power SP004GBLTU133N02 4 GB,"1,4",,Black / Green,Memory
G.Skill Ripjaws 4 8 GB,"2,4",,Red,Memory
G.Skill Ripjaws 4 64 GB,"8,8",,Black,Memory
Crucial Ballistix Elite 4 GB,"1,4",,Black,Memory
G.Skill Ripjaws 4 16 GB,"4,4",,Black / Red,Memory
Patriot Viper 4 16 GB,"4,4",,Black / Red,Memory
Patriot Viper 4 32 GB,"4,8",,Black / Red,Memory
Patriot Viper 4 32 GB,"4,8",,Black / Red,Memory
Crucial Ballistix Tactical Tracer 16 GB,"2,8",,Black / Silver,Memory
Kingston KVR21N15/4 4 GB,"1,4",,Black / Green,Memory
Klevv CRAS 32 GB,"4,8",,Black / Silver,Memory
Crucial Ballistix Sport LT 8 GB,"2,4",,Silver,Memory
Crucial CT4K4G4RFS8213 16 GB,"4,4",,Green,Memory
Kingston KVR400D2S4R3K2/4G 4 GB,"2,2",,Green,Memory
Kingston KVR16LSE11/8 8 GB,"1,8",49.99,Green,Memory
Kingston KVR16LE11S8/4I 4 GB,"1,4",28.99,Green,Memory
Avexir Core 16 GB,"2,8",,Black / Red,Memory
Avexir Raiden 8 GB,"2,4",,White / Blue,Memory
Corsair Vengeance LPX 32 GB,"4,8",,Blue,Memory
Kingston HyperX Predator 32 GB,"4,8",,Black,Memory
Kingston HX424C12PBK4/32 32 GB,"4,8",,Black,Memory
EVGA SSC 16 GB,"2,8",,Black,Memory
PNY XLR8 16 GB,"2,8",,Black / Red,Memory
Kingston KTM-SX421LQ/32G 32 GB,"1,32",,Black / Green,Memory
Kingston KVR16LE11K4/32 32 GB,"4,8",,Black / Green,Memory
G.Skill Ripjaws 4 8 GB,"2,4",,Blue,Memory
Mushkin Essentials 8 GB,"2,4",36.99,Black / Green,Memory
PNY Anarchy 16 GB,"2,8",,Black / Blue,Memory
Corsair Vengeance LPX 8 GB,"2,4",,Red,Memory
Corsair Vengeance LP 8 GB,"1,8",,Black / Yellow,Memory
Corsair Vengeance Pro 8 GB,"2,4",,Black / Silver,Memory
G.Skill Ripjaws V 32 GB,"4,8",,Black / Red,Memory
Kingston HyperX Fury 8 GB,"2,4",,Black,Memory
Kingston HyperX Savage 16 GB,"4,4",,Black / White,Memory
G.Skill Ripjaws V 8 GB,"2,4",,Black / Red,Memory
G.Skill Ripjaws V 16 GB,"4,4",,Black / Red,Memory
Mushkin Redline 8 GB,"2,4",,Red / Silver,Memory
G.Skill Ripjaws V 64 GB,"4,16",,Black,Memory
Corsair Vengeance LPX 16 GB,"4,4",,Black / Yellow,Memory
Corsair Vengeance LPX 64 GB,"4,16",,Black / Yellow,Memory
G.Skill Ripjaws X 16 GB,"2,8",,Black / Red,Memory
G.Skill Ripjaws 8 GB,"2,4",24.97,Black / Blue,Memory
G.Skill Trident Z 16 GB,"2,8",82.0,Red / Silver,Memory
Corsair Vengeance LPX 16 GB,"4,4",,Black / Yellow,Memory
G.Skill Ripjaws V 32 GB,"4,8",,Black,Memory
G.Skill Ripjaws V 32 GB,"2,16",1425.18,Red,Memory
Crucial CT2KIT25664BA160BJ 4 GB,"2,2",34.99,Black / Green,Memory
G.Skill Aegis 32 GB,"2,16",,Black / Red,Memory
Crucial CT2K51264BF186DJ 8 GB,"2,4",64.98,Black / Green,Memory
Corsair Vengeance LPX 32 GB,"2,16",,Red,Memory
GeIL EVO POTENZA 8 GB,"2,4",,Red,Memory
Corsair Vengeance LPX 64 GB,"4,16",,Black,Memory
Corsair Vengeance LED 32 GB,"2,16",,Black / White,Memory
G.Skill Trident Z 32 GB,"2,16",,Silver / Black,Memory
Corsair Vengeance LED 32 GB,"2,16",,Black / Blue,Memory
Corsair Vengeance LED 64 GB,"4,16",,Black / Blue,Memory
Crucial Ballistix Sport LT 8 GB,"2,4",,Red,Memory
Corsair Dominator Platinum Blackout 32 GB,"4,8",,Black,Memory
TEAMGROUP Dark 16 GB,"2,8",,Black / Silver,Memory
G.Skill Trident Z 16 GB,"2,8",,Silver / Red,Memory
Kingston ValueRAM 32 GB,"2,16",,Green,Memory
TEAMGROUP Dark 16 GB,"2,8",,Black / Red,Memory
Kingston Predator 16 GB,"2,8",121.38,Black / Silver,Memory
Kingston Predator 16 GB,"2,8",,Black / Silver,Memory
TEAMGROUP Vulcan 16 GB,"1,16",,Black / Gray,Memory
TEAMGROUP Vulcan 32 GB,"2,16",,Black / Gray,Memory
ADATA XPG Z1 16 GB,"2,8",,Red / Black,Memory
Apacer Commando 32 GB,"2,16",,Black / Red,Memory
Crucial Ballistix Elite 8 GB,"2,4",,Black,Memory
Corsair Vengeance RGB 32 GB,"2,16",,,Memory
Corsair Vengeance LPX 16 GB,"2,8",,Black,Memory
Corsair Dominator Platinum Special Edition 32 GB,"2,16",,,Memory
Corsair Vengeance RGB 16 GB,"2,8",,White,Memory
TEAMGROUP T-Force Delta RGB 8 GB,"1,8",,Black,Memory
TEAMGROUP T-Force Delta RGB 16 GB,"1,16",,Black,Memory
TEAMGROUP T-Force Delta RGB 32 GB,"2,16",,White,Memory
Kingston ValueRAM 4 GB,"1,4",55.54,,Memory
ADATA ADATA 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model AX4U3000316G16-DRG 32 GB,"2,16",,Red / White,Memory
Corsair Vengeance LPX 16 GB,"2,8",,Black / Red,Memory
Corsair Vengeance LPX 32 GB,"4,8",,Black / Yellow,Memory
Corsair Vengeance RGB 16 GB,"2,8",,Black,Memory
Corsair Vengeance LED 16 GB,"2,8",,Black / Red,Memory
Corsair Vengeance LED 32 GB,"2,16",,Black / Blue,Memory
Avexir Blitz 16 GB,"2,8",,Black / Silver,Memory
Corsair Dominator Platinum 32 GB,"4,8",,Black / Silver,Memory
G.Skill Sniper X 16 GB,"2,8",362.25,Black / Camo,Memory
G.Skill Trident Z 16 GB,"2,8",,Black / White,Memory
G.Skill Trident Z 32 GB,"4,8",,Black / White,Memory
TEAMGROUP T-Force Vulcan 16 GB,"2,8",,Gold,Memory
Crucial Ballistix Elite 16 GB,"1,16",,,Memory
Kingston HyperX Predator 32 GB,"4,8",,Black,Memory
Kingston HyperX Fury 32 GB,"2,16",,Red / Silver,Memory
GeIL SUPER LUCE RGB 8 GB,"2,4",,Black,Memory
Crucial CT2K8G3ERSLS4160B 16 GB,"2,8",237.07,Green / Black,Memory
Corsair Vengeance LPX 16 GB,"2,8",,Black / Yellow,Memory
Corsair Vengeance LPX 16 GB,"2,8",,Black / Yellow,Memory
Klevv BOLT 8 GB,"1,8",,Black / Gold,Memory
Klevv BOLT 16 GB,"1,16",,Black / Gold,Memory
ADATA XPG GAMMIX D10 16 GB,"1,16",,Black / White,Memory
ADATA XPG GAMMIX D10 8 GB,"1,8",,Black / White,Memory
ADATA XPG GAMMIX D10 8 GB,"1,8",,Black / White,Memory
Patriot Viper Venom RGB 16 GB,"2,8",,White / Black,Memory
Corsair Vengeance LPX 8 GB,"2,4",,Black / Yellow,Memory
Corsair Vengeance RGB Pro 16 GB,"2,8",,Black,Memory
Patriot Viper Elite 16 GB,"1,16",,Silver / Black,Memory
TEAMGROUP T-Force XCalibur RGB SE 16 GB,"2,8",,Black,Memory
Crucial Ballistix Sport LT 16 GB,"1,16",,White / Camo,Memory
Crucial Ballistix Sport LT 16 GB,"2,8",,Red / Black,Memory
ADATA XPG SPECTRIX D80 16 GB,"2,8",,Red,Memory
Corsair Vengeance LED 16 GB,"2,8",,Black,Memory
Corsair Vengeance LPX 128 GB,"8,16",,Black / Yellow,Memory
Kingston HyperX Predator 128 GB,"8,16",,Black / Silver,Memory
ADATA XPG GAMMIX D10 16 GB,"2,8",,Red / Silver,Memory
Kingston HyperX Fury 32 GB,"2,16",,Black / White,Memory
G.Skill Trident Z RGB 32 GB,"2,16",,Black,Memory
Corsair Vengeance RGB Pro 128 GB,"8,16",,Black,Memory
TEAMGROUP T-Force Vulcan 8 GB,"1,8",,Red / Black,Memory
G.Skill Trident Z Royal 16 GB,"2,8",169.0,Gold,Memory
G.Skill Trident Z Royal 16 GB,"2,8",,Gold,Memory
G.Skill Trident Z Royal 16 GB,"2,8",92.92,Gold,Memory
Samsung M393A2K40CB2-CTD 16 GB,"1,16",,Green / Black,Memory
ADATA XPG Spectrix D40 16 GB,"2,8",,Red / Black,Memory
G.Skill Trident Z Royal 32 GB,"2,16",,Silver,Memory
G.Skill Ripjaws V 4 GB,"1,4",,Red / Black,Memory
Crucial Ballistix Sport LT 16 GB,"1,16",,Silver / Black,Memory
Corsair Vengeance LPX 64 GB,"8,8",,Black / Yellow,Memory
Crucial Ballistix Sport LT 16 GB,"1,16",,White / Silver,Memory
Corsair Vengeance RGB Pro 128 GB,"8,16",,Black,Memory
Crucial Ballistix Sport LT 16 GB,"1,16",,Red / Black,Memory
G.Skill Trident Z Royal 16 GB,"2,8",,Silver,Memory
Corsair Vengeance LPX 32 GB,"4,8",,Black / Yellow,Memory
G.Skill Flare X 16 GB,"2,8",,Black,Memory
GeIL EVO SPEAR 16 GB,"2,8",,Black / Orange,Memory
GeIL EVO FORZA 16 GB,"2,8",,Red / Black,Memory
TEAMGROUP T-Force Vulcan 16 GB,"2,8",,Red / Black,Memory
Crucial CT2K4G4DFS632A 8 GB,"2,4",,Green / Black,Memory
OLOy MD4U083618IASA 8 GB,"1,8",,White / Gray,Memory
Corsair Dominator Platinum RGB 128GB (8 x 16GB) 288-Pin DDR4 SDRAM DDR4 3800 (PC4 30400) Desktop Memory Model CMT128GX4M8X3800C19 128 GB,"8,16",,Black,Memory
Corsair Dominator Platinum RGB 16 GB,"2,8",79.98,Black,Memory
Corsair Vengeance RGB Pro 32 GB,"4,8",,White,Memory
Corsair Vengeance LPX 16 GB,"2,8",,Gray,Memory
Kingston KSM26ES8/8ME 8 GB,"1,8",,Green,Memory
G.Skill Trident Z Royal 16 GB,"2,8",136.79,Gold,Memory
G.Skill Trident Z Neo 64 GB,"4,16",,Silver / Black,Memory
G.Skill Trident Z Neo 16 GB,"2,8",59.99,Silver / Black,Memory
TEAMGROUP T-Force Vulcan Z 8 GB,"2,4",,Black,Memory
TEAMGROUP T-Force Vulcan Z 8 GB,"2,4",,Black,Memory
TEAMGROUP T-Force Vulcan Z 16 GB,"1,16",,Red,Memory
OLOy WarHawk RGB 16 GB,"2,8",,Red / White,Memory
Crucial Ballistix Elite 16 GB,"2,8",,Black,Memory
Crucial Ballistix Sport LT 16 GB,"1,16",,Red / Black,Memory
Kingston HyperX Fury RGB 32 GB,"4,8",,Black,Memory
Kingston HyperX Fury RGB 16 GB,"2,8",,Black,Memory
Kingston HyperX Fury RGB 16 GB,"1,16",,Black,Memory
Kingston HyperX Fury RGB 16 GB,"1,16",,Black,Memory
Kingston HyperX Fury RGB 32 GB,"2,16",,Black,Memory
Kingston HyperX Fury RGB 64 GB,"4,16",,Black,Memory
ADATA XPG GAMMIX D30 32 GB,"2,16",,Silver / Black,Memory
ADATA XPG GAMMIX D30 16 GB,"2,8",,Silver / Black,Memory
G.Skill Trident Z Royal 64 GB,"4,16",,Gold,Memory
G.Skill Trident Z Neo 32 GB,"4,8",,Black / Silver,Memory
Kingston HyperX Predator RGB 16 GB,"2,8",,Black,Memory
V-Color Prism Plus RGB 16 GB,"2,8",,Black,Memory
Silicon Power XPOWER Turbine 16 GB,"2,8",,Blue,Memory
Silicon Power XPOWER Turbine 16 GB,"2,8",,Blue,Memory
Thermaltake TOUGHRAM 16 GB,"2,8",144.98,White / Silver,Memory
Thermaltake TOUGHRAM RGB 16 GB,"2,8",165.39,Black / Silver,Memory
Corsair Vengeance LPX 16 GB,"2,8",,Black / Yellow,Memory
Crucial Ballistix 32 GB,"2,16",,White,Memory
Crucial Ballistix 16 GB,"2,8",,Red,Memory
Crucial Ballistix RGB 64 GB,"2,32",,White,Memory
Crucial Ballistix RGB 16 GB,"2,8",,White,Memory
OLOy WarHawk RGB 32 GB,"2,16",,Black / Silver,Memory
OLOy MD4U162619BGDA 32 GB,"2,16",,Black,Memory
OLOy MD4U083216BHDA 16 GB,"2,8",,Red,Memory
OLOy MD4U162616DJDA 32 GB,"2,16",,Black,Memory
OLOy MD4U1640190DJ0DA 32 GB,"2,16",,Black,Memory
Kingston HyperX Fury 16 GB,"1,16",,Black,Memory
TEAMGROUP T-Force Vulcan TUF Gaming Alliance 16 GB,"2,8",,Black / Gold,Memory
G.Skill Trident Z RGB 32 GB,"4,8",,Black,Memory
Kingston ValueRAM 8 GB,"1,8",,Green / Black,Memory
Samsung SAMSUNG 64GB 288-Pin DDR4 SDRAM ECC DDR4 2933 (PC4 23400) LR DIMM Model M386A8K40CM2-CVF 64 GB,"1,64",,Green / Black,Memory
G.Skill Trident Z Royal 128 GB,"4,32",,Silver,Memory
G.Skill Trident Z Neo 16 GB,"2,8",,Black / Silver,Memory
Kingston HyperX 256 GB,"8,32",,Black,Memory
Kingston HyperX Fury 64 GB,"4,16",,Black,Memory
Silicon Power XPOWER Turbine RGB 16 GB,"2,8",,Silver / Black,Memory
Silicon Power GAMING 32 GB,"2,16",,Red / Black,Memory
Neo Forza NMUD340D81-1600CA10 4 GB,"1,4",,,Memory
Silicon Power XPOWER Gaming 16 GB,"2,8",,Black / Silver,Memory
Acer Predator Apollo RGB 32 GB,"2,16",,Silver / Black,Memory
G.Skill Trident Z5 RGB 32 GB,"2,16",,Silver / Black,Memory
G.Skill Trident Z Royal 64 GB,"2,32",,Silver,Memory
G.Skill Trident Z Royal 16 GB,"2,8",,Gold,Memory
Corsair Dominator Platinum RGB 32 GB,"2,16",,Black,Memory
Corsair Dominator Platinum RGB 32 GB,"2,16",,Black,Memory
G.Skill Trident Z5 32 GB,"2,16",124.27,Black,Memory
G.Skill Trident Z5 32 GB,"2,16",,Silver / Black,Memory
G.Skill Trident Z Neo 16 GB,"2,8",,Black / White,Memory
G.Skill TridentZ RGB 256 GB,"8,32",,Black,Memory
G.Skill TridentZ RGB 128 GB,"8,16",,Black,Memory
TEAMGROUP T-Force Delta RGB 32 GB,"2,16",,Black,Memory
TEAMGROUP T-Force Delta RGB 32 GB,"2,16",,White,Memory
Kingston FURY Beast RGB 16 GB,"1,16",,Black,Memory
Kingston FURY Renegade 8 GB,"1,8",49.99,Black,Memory
Kingston FURY 16 GB,"1,16",,Black,Memory
Kingston FURY 32 GB,"2,16",,Black,Memory
GeIL Orion RGB AMD Edition 8 GB,"1,8",,Red,Memory
GeIL Orion RGB AMD Edition 8 GB,"1,8",,Gray,Memory
GeIL Orion AMD Edition 32 GB,"2,16",,Gray,Memory
Kingston Fury Renegade RGB 32 GB,"1,32",103.82,Black / Silver,Memory
Addlink Spider 4 16 GB,"2,8",,Black,Memory
TEAMGROUP T-Force Delta RGB 32 GB,"1,32",,Black,Memory
Kingston FURY Renegade 32 GB,"1,32",98.99,Black,Memory
Kingston FURY Renegade 32 GB,"1,32",99.99,Black,Memory
Kingston FURY Renegade 32 GB,"1,32",,Black,Memory
Kingston FURY Renegade 8 GB,"1,8",,Black,Memory
G.Skill Trident Z5 RGB 32 GB,"2,16",,White / Black,Memory
G.Skill Trident Z5 RGB 32 GB,"2,16",,Black,Memory
Kingston Server Premier 32 GB,"1,32",119.77,,Memory
G.Skill Ripjaws S5 64 GB,"2,32",,White,Memory
ADATA XPG GAMMIX D20 16 GB,"1,16",,Black / Silver,Memory
V-Color XSky RGB 32 GB,"2,16",,White,Memory
V-Color XSky RGB 32 GB,"2,16",,Silver,Memory
TEAMGROUP T-Force Xtreem ARGB 16 GB,"2,8",,Black,Memory
Lexar Hades RGB 16 GB,"1,16",,Black,Memory
Lexar Hades RGB 16 GB,"1,16",,Black,Memory
TEAMGROUP T-Force Vulcan 32 GB,"2,16",,Black,Memory
TEAMGROUP T-Force Vulcan 32 GB,"2,16",,Red,Memory
V-Color SKYWALKER PLUS 32 GB,"2,16",,Black,Memory
TEAMGROUP Elite 32 GB,"2,16",,Black,Memory
TEAMGROUP T-Force Xtreem 16 GB,"2,8",,Black / White,Memory
ADATA XPG SPECTRIX D50 16 GB,"1,16",,White,Memory
ADATA XPG SPECTRIX D50 32 GB,"1,32",,White,Memory
PNY XLR8 Gaming EPIC-X RGB 16 GB,"2,8",,Black,Memory
Mushkin Redline Lumina 16 GB,"2,8",89.99,Black,Memory
Mushkin Redline 16 GB,"2,8",84.99,White,Memory
Mushkin Redline Lumina 16 GB,"2,8",74.53,Black,Memory
Mushkin Proline 16 GB,"1,16",55.32,,Memory
Mushkin Proline 32 GB,"1,32",83.11,,Memory
G.Skill F4-3600C16Q2-64GTZSW 64 GB,"8,8",352.56,Gray / White,Memory
G.Skill Ares 32 GB,"4,8",,Blue,Memory
G.Skill Trident Z Neo 128 GB,"8,16",,Black / White,Memory
G.Skill Trident Z Neo 32 GB,"2,16",,Black / White,Memory
G.Skill Trident Z Neo 32 GB,"2,16",,Black / White,Memory
G.Skill Ripjaws 4 8 GB,"1,8",,Black,Memory
G.Skill Ripjaws S5 32 GB,"2,16",,Black,Memory
TEAMGROUP Elite Plus 8 GB,"1,8",,Black,Memory
G.Skill Trident Z RGB 16 GB,"2,8",,Black,Memory
Acer UD100 16 GB,"1,16",,Black,Memory
Acer Predator Apollo RGB 16 GB,"2,8",,Silver / Black,Memory
Acer Predator Vesta RGB 16 GB,"2,8",,Silver,Memory
Corsair Vengeance RGB Pro 16 GB,"2,8",,Black,Memory
Patriot Viper Venom RGB 16 GB,"2,8",,Black,Memory
Patriot Viper Steel 64 GB,"2,32",,Gray,Memory
Silicon Power XPOWER Zenith RGB Gaming 16 GB,"2,8",,White,Memory
Silicon Power XPOWER Turbine 32 GB,"2,16",,Blue / Black,Memory
Silicon Power XPOWER Turbine 32 GB,"2,16",,Blue / Black,Memory
